Date,Close,High,Low,Open,Volume
2019-01-02,52.270511627197266,52.57332655771862,50.81343053702723,50.908587439587016,31868000
2019-01-03,50.822837829589844,52.844413130736584,50.669201388757,52.07176536650582,41960000
2019-01-04,53.42972183227539,53.52537405136797,51.387331238986945,51.66982611745576,46022000
2019-01-07,53.323177337646484,53.65919471164255,52.66501191794435,53.573456702107286,47446000
2019-01-08,53.79151916503906,54.18701051028504,52.947997134787144,53.82274027539516,35414000
2019-01-09,53.60715103149414,54.10226102894677,53.246348142659265,53.92136614202723,26998000
2019-01-10,53.46739196777344,53.51596107886595,52.7661099648934,53.27460152267623,26598000
2019-01-11,52.75570297241211,53.196791439584736,52.357235840144156,53.024816319452164,30864000
2019-01-14,52.113399505615234,52.457349745213584,51.96670149930838,52.2040946206828,28490000
2019-01-15,53.8480224609375,53.93525025101272,52.25861559013519,52.43554783604918,37518000
2019-01-16,53.99669647216797,54.63355115915483,53.922358694920945,54.02098291892573,38280000
2019-01-17,54.47297286987305,54.55127708823581,53.68693978196592,53.92136466631834,24896000
2019-01-18,54.87838363647461,55.40868122487252,54.48090716644396,54.94231563947383,44892000
2019-01-22,53.457481384277344,54.46554479169045,53.07388180032208,54.31834766794679,39632000
2019-01-23,53.74394226074219,54.167187396746016,52.90934376478967,53.86536315507689,25194000
2019-01-24,53.7236213684082,53.92186426712231,53.03076377971732,53.64977514185636,29114000
2019-01-25,54.591426849365234,54.68311263158913,54.11019370892404,54.23062393672968,23260000
2019-01-28,53.51844024658203,54.18800205710422,53.258246677265326,54.024455162568955,29334000
2019-01-29,53.032745361328125,53.759799844010175,52.83252112922512,53.57691983324791,19704000
2019-01-30,54.41697311401367,54.492800671374724,53.358854642668284,53.39453753180842,29452000
2019-01-31,55.799713134765625,55.88793158900815,54.77678591933822,55.123212843141104,40232000
2019-02-01,55.43940734863281,56.2214740701124,55.22282955760962,55.62129291519569,33116000
2019-02-04,56.56938552856445,56.6149826428997,55.38439370064637,55.45873526005803,78408000
2019-02-05,57.08729553222656,57.13190198293184,55.686221170580836,55.98506964374711,82296000
2019-02-06,55.651031494140625,57.19285981317814,55.42652081207824,56.95843868754115,48256000
2019-02-07,54.80949020385742,55.1108153073411,54.198903324088725,55.10239086379588,38298000
2019-02-08,54.63454818725586,54.769354430542876,54.231127686055984,54.26284413306292,21766000
2019-02-11,54.62166213989258,55.18219400313777,54.516594791795235,54.70244681949454,18498000
2019-02-12,55.88347244262695,56.14515201996512,55.06225170507033,55.06225170507033,35036000
2019-02-13,55.935508728027344,56.64026189800341,55.8051642728651,56.154071635364986,28042000
2019-02-14,55.96375274658203,56.30720763222761,55.363575420183565,55.75559941624185,21106000
2019-02-15,55.489463806152344,56.464321008850604,55.34524245929537,56.464321008850604,27826000
2019-02-19,55.830440521240234,55.98556297395831,55.341278267413735,55.341278267413735,21980000
2019-02-20,55.53703689575195,56.04949489564427,55.09892423297482,55.94789489522291,24090000
2019-02-21,54.72523880004883,55.465674848432876,54.41647611332852,55.44733617946482,33272000
2019-02-22,55.33731460571289,55.371511498655586,54.541374738250376,54.997330790040316,29436000
2019-02-25,55.3754768371582,55.775429986057915,55.21589260034126,55.60345485849227,26208000
2019-02-26,55.6074104309082,55.82696397975012,54.84863956722688,55.22876799867742,35026000
2019-02-27,55.651031494140625,55.791781723679335,54.940829672376765,55.21093368851873,22092000
2019-02-28,55.83242416381836,56.201156204526654,55.42900367850027,55.458243458549056,27422000
2019-03-01,56.921268463134766,56.99461936094752,56.05296837179371,56.05296837179371,34086000
2019-03-04,57.16411209106445,57.76379409393072,56.412275862107286,57.22061031288976,35490000
2019-03-05,57.9456787109375,58.30747226410255,57.144286498752884,57.29197516228845,40094000
2019-03-06,57.73505401611328,58.22074516470668,57.64138311830009,58.07305648761124,23602000
2019-03-07,57.0367431640625,57.66765009649561,56.583759132984696,57.51500430906147,30086000
2019-03-08,56.99312973022461,57.16560018173033,56.01331546458372,56.19669080684739,23694000
2019-03-11,58.44476318359375,58.47697496314685,57.07242945202631,57.093740121067434,30032000
2019-03-12,59.33634567260742,59.7556281024795,58.59541814550061,58.59541814550061,42220000
2019-03-13,59.42605209350586,59.825509870315194,59.36905853902243,59.76653498347926,25888000
2019-03-14,59.1024284362793,59.70558161435647,59.0380010971497,59.42407736112218,27302000
2019-03-15,58.99190902709961,59.5578895360771,58.82885367389795,59.37352729524492,51886000
2019-03-18,58.905174255371094,59.22236136997121,58.55478091755831,58.96167247755781,24442000
