Date,Close,High,Low,Open,Volume
2019-01-02,3.3730521202087402,3.429013743136944,3.2202719163607765,3.234881381222815,508752000
2019-01-03,3.169262409210205,3.34680449917898,3.161833936081145,3.3128808158221736,705552000
2019-01-04,3.372309446334839,3.410442449788006,3.211605332463338,3.242309862485577,585620000
2019-01-07,3.550842523574829,3.587737650937453,3.3782526351098423,3.429509747750952,709160000
2019-01-08,3.4624414443969727,3.6345360652495455,3.389889336575069,3.632307311197659,786016000
2019-01-09,3.530536651611328,3.577831673978088,3.4631844950375124,3.5136984353577234,617260000
2019-01-10,3.596156358718872,3.6048229514252688,3.450804610950893,3.511223514049248,523156000
2019-01-11,3.685298442840576,3.7080792986049738,3.546137071809889,3.5738701643159874,874764000
2019-01-14,3.7251651287078857,3.7504222233939752,3.6095275202617363,3.633051296496179,730168000
2019-01-15,3.7110509872436523,3.797221943267232,3.692727166916526,3.7578505840273353,617012000
2019-01-16,3.6855456829071045,3.771221427393537,3.6800982464634497,3.738288382204007,470104000
2019-01-17,3.75685977935791,3.7967263343986897,3.6253746048394815,3.6526127323510096,493436000
2019-01-18,3.885869264602661,3.9118692776016326,3.7551269898108366,3.806631579552326,651336000
2019-01-22,3.6838128566741943,3.8672978334715524,3.6536035256723487,3.8556598047693034,661552000
2019-01-23,3.696688652038574,3.8276786281555033,3.6654889238183594,3.7390314439548784,591020000
2019-01-24,3.90840220451355,3.9259828691008893,3.7764218261033498,3.7811265808391865,708972000
2019-01-25,3.9656014442443848,3.983677543834256,3.7464597309960763,3.8489734559844364,1154572000
2019-01-28,3.4173755645751953,3.5072608682035145,3.2437955483461773,3.3812233631027357,2511528000
2019-01-29,3.258652687072754,3.419604521098029,3.2440432219899566,3.371318852816988,1153932000
2019-01-30,3.4020235538482666,3.4163853005399343,3.2551859876519855,3.334671384895989,974228000
2019-01-31,3.559508800506592,3.595165806236764,3.377014216677439,3.3988046746644693,842852000
2019-02-01,3.583775520324707,3.634784914001765,3.530537844051545,3.578080364393142,625048000
2019-02-04,3.693964719772339,3.7311073186872235,3.5775842144138106,3.5996221501393917,528592000
2019-02-05,3.713031768798828,3.7496791731204335,3.672174809486618,3.7058507771176155,542424000
2019-02-06,3.788555145263672,3.852935876807486,3.740764914745462,3.746212351620541,702464000
2019-02-07,3.6503841876983643,3.7444790489285333,3.6075464299573263,3.7422505305478992,637120000
2019-02-08,3.6689553260803223,3.6796027167569387,3.5689176026199427,3.583279347624817,461604000
2019-02-11,3.6263656616210938,3.6791081322542047,3.578079991863121,3.624879825182458,495180000
2019-02-12,3.7432403564453125,3.758840455010406,3.6503836277041213,3.664745608215041,591060000
2019-02-13,3.78558349609375,3.8586308150604207,3.7590882867916373,3.7727073505082047,605372000
2019-02-14,3.8264405727386475,3.8546691011459306,3.7415075055631863,3.7845932163287506,827264000
2019-02-15,3.8960206508636475,4.057714896483495,3.873239798892691,4.034934280659405,1516748000
2019-02-19,3.878687620162964,3.9591636461695914,3.866306911066765,3.8853734108841738,551892000
2019-02-20,3.92598295211792,3.9930874019007936,3.8967642591234353,3.907906850947188,540988000
2019-02-21,3.857145309448242,3.9631256834479633,3.8425358444025264,3.938611744491741,448548000
2019-02-22,3.9418303966522217,3.9606494153333722,3.8952782861436073,3.9088973501071083,401740000
2019-02-25,3.9294497966766357,4.092629906107369,3.920782969091811,4.025277974848738,656020000
2019-02-26,3.8900787830352783,3.9807070143369634,3.856650296415104,3.924745387991044,488464000
2019-02-27,3.848231077194214,3.90221166213233,3.791278819599665,3.8757166877971616,500256000
2019-02-28,3.8236913681030273,3.8643426940138186,3.8013829817409506,3.8420340712614696,324944000
2019-03-01,3.8779757022857666,3.9201139220134413,3.815263728497613,3.8735138360064068,357188000
2019-03-04,3.886155843734741,3.9392006420677186,3.829640599606062,3.916396307522011,409992000
2019-03-05,3.8797106742858887,3.9178829732090192,3.816255018887514,3.8705392050412786,362924000
2019-03-06,3.768911123275757,3.8792145963499296,3.7661845981278033,3.870787047533414,403524000
2019-03-07,3.6997549533843994,3.7550308023781716,3.6536505745820045,3.7453636217638,450104000
2019-03-08,3.733961820602417,3.7446204227699456,3.589203729921153,3.610520934256211,422416000
2019-03-11,3.9942281246185303,4.017032220525099,3.7104132468627493,3.7575092789922193,859728000
2019-03-12,4.028434753417969,4.074786629138914,3.9458927102492316,4.021989809263708,579576000
2019-03-13,4.1796369552612305,4.208885994672627,4.058426904875303,4.065863269613638,768900000
2019-03-14,4.10378885269165,4.200707464275836,4.096104749050729,4.188809466845982,519384000
2019-03-15,4.20913553237915,4.251769474433468,4.143448805085043,4.146919015168309,661484000
2019-03-18,4.187817096710205,4.294402629756358,4.160798635174207,4.240613916460844,486992000
2019-03-19,4.355379104614258,4.399748612284668,4.265401404271132,4.282256503132672,854972000
2019-03-20,4.3229079246521,4.4376730319595605,4.2882053617096085,4.3843802661933795,719148000
2019-03-21,4.559380054473877,4.585654840496225,4.34100407895674,4.34596165711653,824312000
2019-03-22,4.399748802185059,4.580696104244209,4.385867965071541,4.532113174346897,747644000
2019-03-25,4.307538986206055,4.423295494515737,4.2413568164160225,4.359096638668408,525212000
2019-03-26,4.384131908416748,4.505093732870823,4.327864415586607,4.449074449778492,703508000
2019-03-27,4.374961853027344,4.4560163056173785,4.305557660121188,4.409664422261027,474372000
2019-03-28,4.393552780151367,4.45923903008485,4.340507738765139,4.400988673936663,480264000
2019-03-29,4.450810432434082,4.475102369682448,4.4099116057171175,4.460229639257601,456896000
2019-04-01,4.518232822418213,4.548473288345791,4.470889045273274,4.542524289975378,483824000
2019-04-02,4.536077976226807,4.580447477190688,4.499393048921042,4.542275182545903,440920000
2019-04-03,4.675384044647217,4.734378080160501,4.5806964924996185,4.585654069826234,783504000
2019-04-04,4.6664605140686035,4.708846710366831,4.603748535573981,4.660015569360256,457376000
2019-04-05,4.733137607574463,4.750489125131369,4.673152634601856,4.709589828632286,481744000
2019-04-08,4.753958225250244,4.778993365842655,4.678604593762307,4.702648313853097,424192000
2019-04-09,4.691247463226318,4.7316508138308535,4.649109008107119,4.720496502982226,439972000
2019-04-10,4.761643409729004,4.787422242324242,4.686042489364285,4.690504119471046,444772000
2019-04-11,4.747763156890869,4.795602881676551,4.698436537073652,4.764122784482669,374600000
2019-04-12,4.709838390350342,4.79039736695356,4.701162866442991,4.786431210547088,471708000
2019-04-15,4.578217506408691,4.707111674658761,4.538557835067221,4.702154097545933,440092000
2019-04-16,4.665221214294434,4.684059630158757,4.584662709190543,4.617381963527399,394964000
2019-04-17,4.642416477203369,4.720992129672078,4.62010785478453,4.700170874822639,351004000
2019-04-18,4.617877006530762,4.683067772083667,4.590115332177181,4.649109362959098,380988000
2019-04-22,4.671667098999023,4.687283045421213,4.562850948214162,4.594330578143774,279936000
2019-04-23,4.726197242736816,4.757429596465563,4.675135528567097,4.684802471796713,346856000
2019-04-24,4.738592624664307,4.7792437242104535,4.675880633930108,4.736609309792808,318204000
2019-04-25,4.632997512817383,4.720744639511506,4.55343043540214,4.698436015926182,499296000
2019-04-26,4.41437292098999,4.483777573015792,4.295641659746213,4.479315470538155,868988000
2019-04-29,4.44511079788208,4.4728724787623,4.350175021216706,4.422306222315708,391920000
2019-04-30,4.486504077911377,4.51203469825504,4.393799384304464,4.412885533510473,362920000
2019-05-01,4.473366737365723,4.580943682956027,4.473118527608206,4.538805230617688,354280000
2019-05-02,4.540787220001221,4.582429717791586,4.439902973963562,4.483032838897983,394684000
2019-05-03,4.5363264083862305,4.559130502393794,4.474853598350998,4.5492158228019575,336824000
2019-05-06,4.457999229431152,4.470144962124929,4.312993175372154,4.35017405728094,422176000
2019-05-07,4.290932655334473,4.409663926602469,4.242845199780026,4.409663926602469,555220000
2019-05-08,4.311011791229248,4.391074842939399,4.2515222655058045,4.263420265206638,419168000
2019-05-09,4.218553066253662,4.2517682624256565,4.099822273281469,4.2421013189180234,660248000
2019-05-10,4.18459415435791,4.253255116963289,4.065119219241282,4.187816626065282,569500000
2019-05-13,3.927551031112671,4.07577933938644,3.911687113715555,4.052727029014775,656912000
2019-05-14,4.016537666320801,4.05173571178523,3.9285425526597293,3.967210571591715,524880000
2019-05-15,3.9555606842041016,3.9919978867927326,3.9017721963734298,3.9610137359058957,502320000
2019-05-16,3.9706804752349854,4.013314884012926,3.907720992153245,3.950107191117169,781088000
2019-05-17,3.8799586296081543,4.0579316645712655,3.8405469343425804,3.9287897680294255,1022068000
